0,1,2,3,4,5,6,7,8,9,10
root vegetables,root vegetables,,,,,,,,,
frozen potato products,rolls/buns,,,,,,,,,
dessert,soft cheese,shopping bags,,,,,,,,
ketchup,whole milk,,,,,,,,,
specialty chocolate,domestic eggs,,,,,,,,,
root vegetables,bottled water,frozen dessert,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
berries,butter milk,,,,,,,,,
other vegetables,sausage,sliced cheese,rolls/buns,,,,,,,
canned fish,yogurt,,,,,,,,,
bottled water,photo/film,,,,,,,,,
frankfurter,UHT-milk,,,,,,,,,
other vegetables,other vegetables,,,,,,,,,
tropical fruit,mayonnaise,liquor,,,,,,,,
pip fruit,bottled beer,,,,,,,,,
whole milk,candy,domestic eggs,white wine,,,,,,,
curd,napkins,,,,,,,,,
tropical fruit,pot plants,,,,,,,,,
sugar,whole milk,,,,,,,,,
yogurt,cream cheese ,,,,,,,,,
sausage,mustard,,,,,,,,,
meat,sausage,salty snack,white wine,frozen vegetables,beverages,,,,,
pip fruit,other vegetables,,,,,,,,,
turkey,bottled water,other vegetables,newspapers,,,,,,,
ham,other vegetables,napkins,,,,,,,,
brown bread,salt,,,,,,,,,
tropical fruit,butter,,,,,,,,,
pet care,whole milk,,,,,,,,,
pork,tropical fruit,pip fruit,brown bread,,,,,,,
sliced cheese,whole milk,,,,,,,,,
ice cream,dog food,,,,,,,,,
berries,sauces,,,,,,,,,
other vegetables,domestic eggs,soap,pastry,,,,,,,
sausage,whole milk,dessert,,,,,,,,
meat,bottled water,abrasive cleaner,,,,,,,,
pastry,misc. beverages,,,,,,,,,
sausage,whole milk,margarine,,,,,,,,
pip fruit,curd cheese,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
yogurt,cookware,,,,,,,,,
frankfurter,sliced cheese,,,,,,,,,
ice cream,other vegetables,,,,,,,,,
frankfurter,other vegetables,,,,,,,,,
bottled beer,ice cream,,,,,,,,,
citrus fruit,flower (seeds),,,,,,,,,
soda,vinegar,napkins,,,,,,,,
sausage,yogurt,,,,,,,,,
pip fruit,pastry,,,,,,,,,
sausage,tea,,,,,,,,,
whole milk,butter milk,rubbing alcohol,fruit/vegetable juice,,,,,,,
other vegetables,canned beer,whole milk,,,,,,,,
beverages,whole milk,,,,,,,,,
ham,frozen meals,,,,,,,,,
coffee,oil,newspapers,,,,,,,,
packaged fruit/vegetables,specialty bar,,,,,,,,,
brown bread,bottled water,domestic eggs,,,,,,,,
zwieback,shopping bags,kitchen towels,,,,,,,,
citrus fruit,grapes,,,,,,,,,
domestic eggs,frozen vegetables,curd,,,,,,,,
whole milk,tropical fruit,,,,,,,,,
pastry,margarine,,,,,,,,,
UHT-milk,other vegetables,,,,,,,,,
pastry,pasta,,,,,,,,,
rolls/buns,coffee,,,,,,,,,
canned beer,spices,rolls/buns,frozen fish,,,,,,,
pip fruit,yogurt,,,,,,,,,
whole milk,pastry,,,,,,,,,
tropical fruit,fruit/vegetable juice,,,,,,,,,
fruit/vegetable juice,pastry,,,,,,,,,
sausage,dog food,bottled beer,bottled water,,,,,,,
long life bakery product,other vegetables,,,,,,,,,
onions,soda,,,,,,,,,
frankfurter,mustard,shopping bags,,,,,,,,
canned beer,other vegetables,,,,,,,,,
hard cheese,specialty bar,,,,,,,,,
margarine,misc. beverages,,,,,,,,,
butter milk,dessert,processed cheese,,,,,,,,
frankfurter,long life bakery product,,,,,,,,,
brown bread,whipped/sour cream,,,,,,,,,
sausage,finished products,,,,,,,,,
finished products,butter milk,fruit/vegetable juice,brown bread,pot plants,,,,,,
rolls/buns,hard cheese,,,,,,,,,
misc. beverages,root vegetables,frozen vegetables,rolls/buns,,,,,,,
beef,packaged fruit/vegetables,,,,,,,,,
whole milk,tropical fruit,,,,,,,,,
soda,soda,domestic eggs,,,,,,,,
chicken,flower soil/fertilizer,,,,,,,,,
bottled beer,bottled water,shopping bags,,,,,,,,
sausage,baking powder,canned beer,brandy,white bread,curd,bottled beer,canned beer,,,
pastry,baking powder,butter,margarine,curd,dishes,,,,,
whole milk,yogurt,shopping bags,,,,,,,,
UHT-milk,pet care,,,,,,,,,
ice cream,hamburger meat,shopping bags,whole milk,soft cheese,,,,,,
rolls/buns,yogurt,,,,,,,,,
bottled beer,chocolate,,,,,,,,,
tropical fruit,soda,,,,,,,,,
pastry,root vegetables,,,,,,,,,
pet care,shopping bags,,,,,,,,,
house keeping products,butter milk,,,,,,,,,
fruit/vegetable juice,soft cheese,,,,,,,,,
pip fruit,rolls/buns,shopping bags,,,,,,,,
curd,brown bread,,,,,,,,,
whipped/sour cream,margarine,,,,,,,,,
rolls/buns,red/blush wine,,,,,,,,,
frankfurter,margarine,,,,,,,,,
onions,bottled water,pastry,,,,,,,,
white bread,make up remover,,,,,,,,,
brandy,domestic eggs,,,,,,,,,
tropical fruit,whipped/sour cream,,,,,,,,,
bottled water,white bread,,,,,,,,,
house keeping products,domestic eggs,,,,,,,,,
chicken,bottled water,,,,,,,,,
domestic eggs,rolls/buns,,,,,,,,,
pork,margarine,sugar,,,,,,,,
citrus fruit,instant coffee,,,,,,,,,
rolls/buns,fruit/vegetable juice,,,,,,,,,
sausage,soda,bottled water,,,,,,,,
chewing gum,root vegetables,frozen vegetables,,,,,,,,
shopping bags,cream cheese ,,,,,,,,,
chocolate,whipped/sour cream,bottled beer,,,,,,,,
liquor,newspapers,,,,,,,,,
finished products,yogurt,bottled beer,bottled water,,,,,,,
yogurt,brown bread,,,,,,,,,
frozen dessert,citrus fruit,,,,,,,,,
root vegetables,root vegetables,white wine,whipped/sour cream,abrasive cleaner,soda,,,,,
brown bread,brown bread,,,,,,,,,
beef,frozen vegetables,,,,,,,,,
roll products ,rice,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
coffee,soft cheese,,,,,,,,,
frozen vegetables,sausage,whole milk,frozen vegetables,rolls/buns,other vegetables,oil,frozen fish,baking powder,,
red/blush wine,pastry,,,,,,,,,
other vegetables,margarine,,,,,,,,,
onions,onions,,,,,,,,,
sausage,frankfurter,herbs,rice,,,,,,,
hamburger meat,fruit/vegetable juice,,,,,,,,,
curd,brown bread,,,,,,,,,
spread cheese,coffee,domestic eggs,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
citrus fruit,ham,canned beer,frozen vegetables,tropical fruit,other vegetables,yogurt,whole milk,onions,,
domestic eggs,bottled beer,,,,,,,,,
chewing gum,rolls/buns,,,,,,,,,
beef,butter,,,,,,,,,
pork,onions,,,,,,,,,
hard cheese,sugar,bottled water,,,,,,,,
curd,sugar,,,,,,,,,
other vegetables,bottled water,mustard,whole milk,root vegetables,pet care,,,,,
hamburger meat,frozen vegetables,cream cheese ,,,,,,,,
pork,pastry,,,,,,,,,
tropical fruit,shopping bags,,,,,,,,,
white bread,cleaner,,,,,,,,,
white bread,red/blush wine,,,,,,,,,
canned beer,rolls/buns,softener,,,,,,,,
cake bar,pastry,butter,,,,,,,,
bottled beer,tropical fruit,,,,,,,,,
shopping bags,whole milk,,,,,,,,,
specialty bar,shopping bags,,,,,,,,,
root vegetables,pet care,,,,,,,,,
butter,ice cream,,,,,,,,,
yogurt,other vegetables,,,,,,,,,
whole milk,whole milk,,,,,,,,,
coffee,hard cheese,,,,,,,,,
other vegetables,onions,shopping bags,,,,,,,,
other vegetables,condensed milk,other vegetables,bottled water,pastry,misc. beverages,,,,,
dishes,rolls/buns,,,,,,,,,
frankfurter,pork,tropical fruit,pastry,,,,,,,
curd,yogurt,,,,,,,,,
rolls/buns,white bread,,,,,,,,,
grapes,whipped/sour cream,,,,,,,,,
frankfurter,cream cheese ,,,,,,,,,
tropical fruit,yogurt,pip fruit,yogurt,yogurt,,,,,,
whole milk,newspapers,,,,,,,,,
ham,whipped/sour cream,,,,,,,,,
ham,waffles,,,,,,,,,
grapes,whipped/sour cream,dishes,,,,,,,,
canned beer,tropical fruit,,,,,,,,,
ketchup,specialty chocolate,,,,,,,,,
root vegetables,soda,hygiene articles,,,,,,,,
packaged fruit/vegetables,root vegetables,sliced cheese,pip fruit,,,,,,,
photo/film,other vegetables,,,,,,,,,
whole milk,rolls/buns,instant coffee,,,,,,,,
pip fruit,other vegetables,,,,,,,,,
pork,pork,margarine,other vegetables,,,,,,,
yogurt,root vegetables,,,,,,,,,
pot plants,organic products,,,,,,,,,
curd,other vegetables,,,,,,,,,
pork,beef,yogurt,,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
pickled vegetables,other vegetables,,,,,,,,,
whole milk,beef,beverages,yogurt,,,,,,,
pip fruit,canned vegetables,cling film/bags,,,,,,,,
meat,onions,misc. beverages,,,,,,,,
pip fruit,soda,grapes,,,,,,,,
sugar,spread cheese,,,,,,,,,
frozen vegetables,tropical fruit,,,,,,,,,
whole milk,newspapers,hygiene articles,,,,,,,,
frankfurter,yogurt,,,,,,,,,
fruit/vegetable juice,long life bakery product,,,,,,,,,
whole milk,newspapers,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
liquor (appetizer),chocolate,soda,,,,,,,,
chicken,napkins,soda,,,,,,,,
sausage,sausage,pastry,bottled water,,,,,,,
hamburger meat,root vegetables,other vegetables,whole milk,,,,,,,
curd,yogurt,,,,,,,,,
flower (seeds),flower (seeds),,,,,,,,,
tropical fruit,grapes,,,,,,,,,
coffee,rolls/buns,soda,,,,,,,,
canned beer,pork,,,,,,,,,
newspapers,whole milk,chewing gum,,,,,,,,
canned fruit,whipped/sour cream,,,,,,,,,
instant coffee,berries,,,,,,,,,
domestic eggs,mayonnaise,,,,,,,,,
citrus fruit,dessert,,,,,,,,,
citrus fruit,butter milk,,,,,,,,,
ham,root vegetables,,,,,,,,,
ham,whole milk,,,,,,,,,
frankfurter,pastry,,,,,,,,,
sausage,sausage,domestic eggs,dish cleaner,rolls/buns,other vegetables,soda,,,,
seasonal products,whole milk,,,,,,,,,
yogurt,napkins,rolls/buns,liquor (appetizer),,,,,,,
ham,female sanitary products,,,,,,,,,
citrus fruit,shopping bags,cream cheese ,,,,,,,,
newspapers,domestic eggs,,,,,,,,,
rolls/buns,misc. beverages,soda,,,,,,,,
chicken,citrus fruit,,,,,,,,,
bottled beer,other vegetables,root vegetables,cream cheese ,waffles,rolls/buns,,,,,
whole milk,napkins,,,,,,,,,
tropical fruit,UHT-milk,,,,,,,,,
whole milk,soda,,,,,,,,,
shopping bags,fruit/vegetable juice,,,,,,,,,
frankfurter,curd,coffee,,,,,,,,
butter,bottled beer,canned beer,chewing gum,fruit/vegetable juice,,,,,,
syrup,whole milk,,,,,,,,,
pastry,hamburger meat,newspapers,other vegetables,root vegetables,instant coffee,yogurt,domestic eggs,,,
pork,specialty bar,soda,,,,,,,,
hamburger meat,yogurt,,,,,,,,,
pork,dessert,,,,,,,,,
tropical fruit,soda,,,,,,,,,
newspapers,tropical fruit,,,,,,,,,
shopping bags,yogurt,,,,,,,,,
fruit/vegetable juice,soda,,,,,,,,,
rolls/buns,soda,other vegetables,pip fruit,,,,,,,
ham,whipped/sour cream,newspapers,,,,,,,,
root vegetables,waffles,whipped/sour cream,,,,,,,,
dog food,curd,,,,,,,,,
bottled beer,rolls/buns,soda,,,,,,,,
citrus fruit,roll products ,,,,,,,,,
frankfurter,whole milk,,,,,,,,,
candy,dessert,rolls/buns,canned fish,,,,,,,
frankfurter,pip fruit,whole milk,other vegetables,salty snack,whipped/sour cream,,,,,
whole milk,cat food,,,,,,,,,
canned beer,bottled beer,,,,,,,,,
pastry,whipped/sour cream,pickled vegetables,,,,,,,,
brown bread,canned beer,,,,,,,,,
yogurt,candy,canned beer,chocolate,,,,,,,
ice cream,flower (seeds),,,,,,,,,
photo/film,soda,,,,,,,,,
pastry,waffles,other vegetables,whole milk,dental care,house keeping products,frozen vegetables,,,,
napkins,mayonnaise,,,,,,,,,
bottled beer,other vegetables,butter,,,,,,,,
hamburger meat,rolls/buns,brown bread,,,,,,,,
pastry,bottled water,,,,,,,,,
sausage,whipped/sour cream,,,,,,,,,
brown bread,whole milk,shopping bags,,,,,,,,
rolls/buns,curd cheese,,,,,,,,,
newspapers,whipped/sour cream,,,,,,,,,
butter,sugar,,,,,,,,,
root vegetables,coffee,,,,,,,,,
cream cheese ,fruit/vegetable juice,,,,,,,,,
sausage,bottled water,,,,,,,,,
whole milk,coffee,soft cheese,,,,,,,,
sausage,tropical fruit,frozen vegetables,other vegetables,shopping bags,,,,,,
beef,ice cream,dish cleaner,,,,,,,,
rolls/buns,yogurt,,,,,,,,,
onions,other vegetables,,,,,,,,,
whole milk,beverages,frozen fruits,fruit/vegetable juice,,,,,,,
domestic eggs,pastry,,,,,,,,,
coffee,salty snack,,,,,,,,,
house keeping products,newspapers,,,,,,,,,
soda,fruit/vegetable juice,,,,,,,,,
sausage,UHT-milk,,,,,,,,,
root vegetables,meat,,,,,,,,,
hard cheese,tropical fruit,,,,,,,,,
frankfurter,ice cream,,,,,,,,,
chocolate,frozen fish,,,,,,,,,
specialty bar,roll products ,Instant food products,,,,,,,,
other vegetables,frozen vegetables,cling film/bags,bottled water,,,,,,,
pickled vegetables,canned beer,,,,,,,,,
waffles,pasta,,,,,,,,,
waffles,dishes,domestic eggs,oil,,,,,,,
cereals,newspapers,,,,,,,,,
other vegetables,bottled beer,rolls/buns,shopping bags,,,,,,,
liquor (appetizer),tropical fruit,,,,,,,,,
root vegetables,UHT-milk,,,,,,,,,
soda,root vegetables,semi-finished bread,,,,,,,,
tropical fruit,long life bakery product,,,,,,,,,
other vegetables,soda,soda,,,,,,,,
soft cheese,yogurt,pastry,instant coffee,,,,,,,
other vegetables,specialty chocolate,chocolate,,,,,,,,
hamburger meat,whipped/sour cream,,,,,,,,,
dessert,yogurt,,,,,,,,,
sausage,other vegetables,,,,,,,,,
sausage,frozen vegetables,,,,,,,,,
other vegetables,sliced cheese,,,,,,,,,
whole milk,salty snack,,,,,,,,,
canned beer,whole milk,rolls/buns,,,,,,,,
shopping bags,shopping bags,,,,,,,,,
rolls/buns,tropical fruit,bottled beer,UHT-milk,newspapers,,,,,,
other vegetables,margarine,,,,,,,,,
tropical fruit,canned beer,,,,,,,,,
whole milk,margarine,,,,,,,,,
pastry,UHT-milk,,,,,,,,,
rolls/buns,beef,coffee,,,,,,,,
rolls/buns,butter,,,,,,,,,
fruit/vegetable juice,white wine,,,,,,,,,
liver loaf,pasta,grapes,other vegetables,,,,,,,
white bread,newspapers,,,,,,,,,
canned beer,whole milk,,,,,,,,,
sausage,whipped/sour cream,,,,,,,,,
root vegetables,rice,,,,,,,,,
ice cream,shopping bags,soda,,,,,,,,
tropical fruit,prosecco,,,,,,,,,
liver loaf,pip fruit,,,,,,,,,
onions,root vegetables,bottled water,,,,,,,,
sausage,onions,,,,,,,,,
root vegetables,brown bread,,,,,,,,,
citrus fruit,frozen meals,,,,,,,,,
root vegetables,white bread,,,,,,,,,
citrus fruit,bottled water,napkins,,,,,,,,
whole milk,soda,,,,,,,,,
beef,sausage,,,,,,,,,
turkey,packaged fruit/vegetables,frozen vegetables,,,,,,,,
bottled water,soda,,,,,,,,,
tropical fruit,long life bakery product,,,,,,,,,
liver loaf,canned beer,tropical fruit,canned vegetables,,,,,,,
berries,soda,oil,,,,,,,,
sausage,whole milk,whipped/sour cream,yogurt,,,,,,,
canned beer,soda,other vegetables,canned vegetables,,,,,,,
whole milk,pasta,whipped/sour cream,,,,,,,,
bottled water,tropical fruit,domestic eggs,,,,,,,,
tropical fruit,margarine,,,,,,,,,
specialty chocolate,whipped/sour cream,,,,,,,,,
soda,chocolate,,,,,,,,,
newspapers,coffee,,,,,,,,,
tropical fruit,grapes,whole milk,pastry,white bread,,,,,,
newspapers,pastry,,,,,,,,,
tropical fruit,pot plants,shopping bags,sugar,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
rolls/buns,bottled water,,,,,,,,,
pork,specialty chocolate,,,,,,,,,
pip fruit,UHT-milk,shopping bags,,,,,,,,
misc. beverages,tropical fruit,yogurt,specialty chocolate,,,,,,,
salt,brown bread,,,,,,,,,
frozen meals,other vegetables,,,,,,,,,
whole milk,shopping bags,,,,,,,,,
other vegetables,coffee,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
herbs,grapes,whipped/sour cream,,,,,,,,
rolls/buns,yogurt,frozen vegetables,white wine,,,,,,,
root vegetables,domestic eggs,,,,,,,,,
white bread,bottled water,,,,,,,,,
soda,whole milk,frozen fish,canned beer,ready soups,chocolate,,,,,
liquor,Instant food products,,,,,,,,,
whole milk,root vegetables,soda,,,,,,,,
packaged fruit/vegetables,rolls/buns,domestic eggs,,,,,,,,
fruit/vegetable juice,rolls/buns,,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
meat,pot plants,canned vegetables,,,,,,,,
citrus fruit,specialty bar,Instant food products,jam,,,,,,,
chicken,pastry,soda,,,,,,,,
beef,spread cheese,bottled water,waffles,,,,,,,
pip fruit,whole milk,rolls/buns,,,,,,,,
coffee,napkins,,,,,,,,,
chocolate,curd cheese,,,,,,,,,
hamburger meat,whole milk,rolls/buns,yogurt,frozen vegetables,,,,,,
citrus fruit,waffles,,,,,,,,,
soda,chewing gum,,,,,,,,,
soda,other vegetables,,,,,,,,,
pasta,flower (seeds),,,,,,,,,
chicken,salty snack,,,,,,,,,
onions,waffles,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
margarine,cream cheese ,misc. beverages,,,,,,,,
other vegetables,citrus fruit,semi-finished bread,softener,,,,,,,
pork,male cosmetics,pastry,chewing gum,brandy,,,,,,
rolls/buns,soft cheese,,,,,,,,,
chicken,curd,,,,,,,,,
citrus fruit,pork,root vegetables,dishes,curd,rolls/buns,candy,yogurt,,,
pastry,misc. beverages,,,,,,,,,
rolls/buns,liquor (appetizer),,,,,,,,,
beef,other vegetables,whole milk,soda,,,,,,,
rolls/buns,coffee,,,,,,,,,
canned beer,other vegetables,salty snack,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
yogurt,rolls/buns,,,,,,,,,
pork,pork,,,,,,,,,
tropical fruit,whipped/sour cream,hygiene articles,,,,,,,,
whipped/sour cream,pastry,,,,,,,,,
yogurt,rolls/buns,,,,,,,,,
chicken,citrus fruit,turkey,whole milk,sweet spreads,cream cheese ,specialty chocolate,oil,,,
white wine,chocolate marshmallow,,,,,,,,,
misc. beverages,frankfurter,salt,curd,,,,,,,
rolls/buns,candy,onions,,,,,,,,
root vegetables,butter,specialty bar,domestic eggs,,,,,,,
specialty chocolate,frankfurter,citrus fruit,candy,brown bread,,,,,,
rolls/buns,chewing gum,,,,,,,,,
soda,curd,,,,,,,,,
whole milk,pip fruit,,,,,,,,,
shopping bags,chocolate,,,,,,,,,
bottled beer,whole milk,,,,,,,,,
citrus fruit,whole milk,bottled water,roll products ,,,,,,,
specialty chocolate,white wine,nuts/prunes,cream cheese ,cake bar,yogurt,frozen vegetables,,,,
yogurt,whole milk,abrasive cleaner,,,,,,,,
sausage,whole milk,,,,,,,,,
sausage,other vegetables,,,,,,,,,
frankfurter,whole milk,,,,,,,,,
white bread,coffee,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
fruit/vegetable juice,butter,brown bread,dental care,,,,,,,
whole milk,shopping bags,,,,,,,,,
rum,onions,,,,,,,,,
citrus fruit,sausage,whole milk,canned beer,,,,,,,
beverages,sausage,whole milk,citrus fruit,whole milk,,,,,,
frozen potato products,margarine,,,,,,,,,
frankfurter,newspapers,,,,,,,,,
whole milk,specialty chocolate,,,,,,,,,
bottled water,whole milk,,,,,,,,,
rolls/buns,domestic eggs,bottled water,,,,,,,,
sausage,chicken,,,,,,,,,
citrus fruit,yogurt,UHT-milk,,,,,,,,
rolls/buns,margarine,whole milk,liquor (appetizer),,,,,,,
chicken,white bread,,,,,,,,,
soda,fruit/vegetable juice,bottled beer,,,,,,,,
soda,margarine,,,,,,,,,
soda,whole milk,,,,,,,,,
canned beer,white bread,,,,,,,,,
pip fruit,cling film/bags,yogurt,cat food,,,,,,,
other vegetables,newspapers,,,,,,,,,
pickled vegetables,cling film/bags,,,,,,,,,
bottled water,chocolate,,,,,,,,,
roll products ,shopping bags,,,,,,,,,
seasonal products,salt,,,,,,,,,
house keeping products,rolls/buns,pickled vegetables,curd,,,,,,,
other vegetables,tropical fruit,pork,soda,,,,,,,
chicken,condensed milk,,,,,,,,,
soda,canned beer,soft cheese,waffles,,,,,,,
pip fruit,soda,jam,,,,,,,,
bottled beer,hard cheese,,,,,,,,,
pip fruit,spread cheese,misc. beverages,,,,,,,,
UHT-milk,coffee,yogurt,,,,,,,,
citrus fruit,chocolate,,,,,,,,,
frankfurter,newspapers,,,,,,,,,
other vegetables,whole milk,rolls/buns,other vegetables,bottled water,whole milk,yogurt,other vegetables,,,
chicken,oil,chocolate,candy,,,,,,,
butter,specialty chocolate,,,,,,,,,
margarine,frozen vegetables,baking powder,,,,,,,,
frankfurter,yogurt,,,,,,,,,
ham,pastry,,,,,,,,,
rolls/buns,newspapers,,,,,,,,,
red/blush wine,bottled beer,yogurt,pip fruit,mustard,,,,,,
napkins,pastry,,,,,,,,,
other vegetables,newspapers,,,,,,,,,
sausage,whole milk,,,,,,,,,
specialty chocolate,domestic eggs,,,,,,,,,
shopping bags,pork,canned fish,whole milk,onions,bottled beer,canned beer,,,,
pip fruit,frozen vegetables,,,,,,,,,
sliced cheese,chocolate,,,,,,,,,
dessert,beverages,,,,,,,,,
specialty chocolate,cat food,,,,,,,,,
whole milk,finished products,beef,,,,,,,,
frozen vegetables,dishes,soda,domestic eggs,,,,,,,
cream cheese ,rolls/buns,,,,,,,,,
canned beer,whole milk,onions,coffee,,,,,,,
chocolate,margarine,,,,,,,,,
pip fruit,rolls/buns,soda,,,,,,,,
other vegetables,curd,,,,,,,,,
whole milk,yogurt,UHT-milk,specialty chocolate,,,,,,,
specialty chocolate,specialty cheese,,,,,,,,,
bottled water,pip fruit,frozen vegetables,,,,,,,,
UHT-milk,shopping bags,,,,,,,,,
beef,sliced cheese,,,,,,,,,
sausage,curd,yogurt,,,,,,,,
soft cheese,chewing gum,cling film/bags,,,,,,,,
frankfurter,whole milk,,,,,,,,,
other vegetables,coffee,,,,,,,,,
chicken,cereals,,,,,,,,,
soda,other vegetables,,,,,,,,,
female sanitary products,margarine,,,,,,,,,
frankfurter,chicken,cocoa drinks,onions,whole milk,UHT-milk,canned fish,bottled beer,,,
chocolate,liquor,,,,,,,,,
zwieback,salty snack,,,,,,,,,
pastry,other vegetables,,,,,,,,,
hamburger meat,pastry,cereals,,,,,,,,
pip fruit,napkins,,,,,,,,,
sausage,citrus fruit,,,,,,,,,
chocolate,tropical fruit,,,,,,,,,
whole milk,whole milk,whole milk,yogurt,root vegetables,white bread,shopping bags,other vegetables,,,
root vegetables,other vegetables,,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
soda,brown bread,,,,,,,,,
ice cream,chocolate,seasonal products,,,,,,,,
citrus fruit,chicken,,,,,,,,,
shopping bags,tropical fruit,,,,,,,,,
bottled water,root vegetables,,,,,,,,,
whole milk,pork,UHT-milk,sliced cheese,beverages,,,,,,
domestic eggs,whole milk,,,,,,,,,
whole milk,canned beer,,,,,,,,,
rolls/buns,root vegetables,,,,,,,,,
grapes,chicken,bottled beer,root vegetables,,,,,,,
meat,pastry,,,,,,,,,
berries,other vegetables,butter,newspapers,,,,,,,
bottled water,whole milk,,,,,,,,,
long life bakery product,soda,soda,,,,,,,,
soda,pip fruit,,,,,,,,,
citrus fruit,pickled vegetables,,,,,,,,,
whipped/sour cream,grapes,yogurt,spread cheese,,,,,,,
fruit/vegetable juice,chocolate,,,,,,,,,
frankfurter,whole milk,margarine,,,,,,,,
specialty bar,yogurt,,,,,,,,,
curd,hygiene articles,,,,,,,,,
candles,whole milk,,,,,,,,,
chocolate,frozen meals,,,,,,,,,
UHT-milk,flour,,,,,,,,,
pip fruit,soda,detergent,,,,,,,,
red/blush wine,liquor (appetizer),sauces,coffee,,,,,,,
tropical fruit,canned fish,,,,,,,,,
packaged fruit/vegetables,specialty cheese,margarine,margarine,,,,,,,
meat,root vegetables,,,,,,,,,
newspapers,canned beer,,,,,,,,,
other vegetables,whipped/sour cream,,,,,,,,,
root vegetables,other vegetables,bottled beer,softener,,,,,,,
dish cleaner,coffee,,,,,,,,,
pastry,sugar,,,,,,,,,
coffee,packaged fruit/vegetables,,,,,,,,,
frozen meals,hamburger meat,whole milk,pastry,fruit/vegetable juice,,,,,,
onions,waffles,,,,,,,,,
meat,canned beer,yogurt,,,,,,,,
citrus fruit,whole milk,white bread,cat food,brown bread,bottled beer,,,,,
